Esn,Localized Device Description,Device Description,Ip,Country,Region Code Display Name,Near Location,Ts
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,5.14.129.230,RO,Alba,ROSIA DE SECAS,2023-07-14 14:54:43
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,89.45.205.11,RO,Iasi,IASI,2023-07-12 09:47:48
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,86.124.124.48,RO,Bucuresti,BUCHAREST,2023-07-18 06:32:20
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,5.14.157.43,RO,Bucuresti,BUCHAREST,2023-07-25 15:27:18
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,5.14.154.180,RO,Neamt,ROMAN,2023-07-25 10:01:19
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,5.14.128.7,RO,Constanta,CONSTANTA,2023-08-01 09:12:45
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,5.14.140.212,RO,Iasi,IASI,2023-07-12 15:38:06
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,81.18.84.141,RO,Iasi,IASI,2023-08-02 19:54:23
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,86.124.125.230,RO,Braila,BRAILA,2023-07-14 14:05:08
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,86.124.124.7,RO,Prahova,GROSANI,2023-08-01 07:25:01
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,2a02:2f0e:600c:1a00:7c9e:9333:fc75:cd55,RO,Iasi,IASI,2023-08-01 14:30:18
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,86.124.116.2,RO,Bucuresti,BUCHAREST,2023-08-06 10:28:30
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,5.14.153.43,RO,Arges,PITESTI,2023-07-25 18:35:29
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,5.14.138.212,RO,Dolj,CRAIOVA,2023-07-14 05:27:33
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,86.124.114.2,RO,Bucuresti,BUCHAREST,2023-08-05 05:47:25
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,5.14.156.88,RO,Suceava,SUCEAVA,2023-07-29 11:34:25
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,5.14.136.212,RO,Bucuresti,BUCHAREST,2023-07-14 08:02:12
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,86.124.120.195,RO,Cluj,CEANU MARE,2023-07-29 12:07:18
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,5.14.138.212,RO,Dambovita,TARGOVISTE,2023-07-11 12:58:53
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,5.14.131.230,RO,Bucuresti,BUCHAREST,2023-07-17 06:56:40
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,86.124.118.2,RO,Brasov,BRASOV,2023-08-05 11:19:45
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,2a02:2f0e:6000:9e00:e8a1:dd55:6338:b9c,RO,Iasi,IASI,2023-07-18 17:42:18
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,2a02:2f0e:5619:c700:7c9e:9333:fc75:cd55,RO,Iasi,IASI,2023-08-11 04:56:42
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,86.124.112.2,RO,Bucuresti,BUCHAREST,2023-08-05 05:47:43
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,5.14.136.212,RO,Timis,TIMISOARA,2023-07-11 15:17:18
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,86.124.120.2,RO,Brasov,BRASOV,2023-08-06 14:16:09
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,5.2.185.70,RO,Iasi,IASI,2023-07-13 10:21:51
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,5.14.148.180,RO,Cluj,CAMPIA TURZII,2023-07-25 09:58:27
NFANDROID1-PRV-P-L3-SAMSUSM-G960F-22585-9BCEC692066A53B270D956636D77E347CDA5398BA61FD6F0C98956D5B2C05214,samsung_SM-G960F,samsung_SM-G960F,86.124.115.26,RO,Bucuresti,BUCHAREST,2023-07-20 10:25:25
NFANDROID1-PRV-P-L3-SAMSUSM-S906B-22594-DB2F34D819DE843431DA059728F4667C7AE1307B3592877F018CB2CC3BEE1295,samsung_SM-S906B_chid_111940d0-7b18-11e9-9eff-7b5bbdffb61c,samsung_SM-S906B_chid_111940d0-7b18-11e9-9eff-7b5bbdffb61c,5.2.188.93,RO,Iasi,IASI,2023-10-06 11:39:10
NFANDROID1-PRV-P-L3-SAMSUSM-S906B-22594-DB2F34D819DE843431DA059728F4667C7AE1307B3592877F018CB2CC3BEE1295,samsung_SM-S906B_chid_111940d0-7b18-11e9-9eff-7b5bbdffb61c,samsung_SM-S906B_chid_111940d0-7b18-11e9-9eff-7b5bbdffb61c,2a02:2f0e:5815:a400:c7e3:6e2c:a896:7eca,RO,Iasi,IASI,2023-10-16 10:43:26
NFANDROID1-PRV-P-L3-SAMSUSM-S906B-22594-DB2F34D819DE843431DA059728F4667C7AE1307B3592877F018CB2CC3BEE1295,samsung_SM-S906B_chid_111940d0-7b18-11e9-9eff-7b5bbdffb61c,samsung_SM-S906B_chid_111940d0-7b18-11e9-9eff-7b5bbdffb61c,2a02:2f0e:6014:1100:1e58:a69e:4b9f:61da,RO,Iasi,IASI,2023-10-05 19:31:13
NFANDROID1-PRV-P-SAMSUSM-N770F-7176-452BB9EAB337ADFF8828F54163406E3E58FFA7537D0B1FAF07D880DEC54E4C14,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,2a02:2f0e:6000:9e00:bc3d:a598:177e:9642,RO,Iasi,IASI,2023-07-18 10:45:08
NFANDROID1-PRV-P-SAMSUSM-N770F-7176-452BB9EAB337ADFF8828F54163406E3E58FFA7537D0B1FAF07D880DEC54E4C14,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,5.14.150.202,RO,Bihor,ORADEA,2023-07-22 08:40:16
NFANDROID1-PRV-P-SAMSUSM-N770F-7176-452BB9EAB337ADFF8828F54163406E3E58FFA7537D0B1FAF07D880DEC54E4C14,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,5.14.137.216,RO,Bucuresti,BUCHAREST,2023-07-12 06:45:54
NFANDROID1-PRV-P-SAMSUSM-N770F-7176-452BB9EAB337ADFF8828F54163406E3E58FFA7537D0B1FAF07D880DEC54E4C14,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,2a02:2f0e:6000:9e00:90e0:b5b:c6cb:3787,RO,Iasi,IASI,2023-07-10 20:05:31
NFANDROID1-PRV-P-SAMSUSM-N770F-7176-452BB9EAB337ADFF8828F54163406E3E58FFA7537D0B1FAF07D880DEC54E4C14,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,86.124.126.116,RO,Iasi,IASI,2023-07-12 04:34:33
NFANDROID1-PRV-P-SAMSUSM-N770F-7176-452BB9EAB337ADFF8828F54163406E3E58FFA7537D0B1FAF07D880DEC54E4C14,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,82.77.245.206,RO,Iasi,IASI,2023-01-21 21:02:50
NFANDROID1-PRV-P-SAMSUSM-N770F-7176-452BB9EAB337ADFF8828F54163406E3E58FFA7537D0B1FAF07D880DEC54E4C14,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,82.208.153.59,RO,Bacau,BACAU,2023-07-22 20:01:16
NFANDROID1-PRV-P-SAMSUSM-N770F-7176-452BB9EAB337ADFF8828F54163406E3E58FFA7537D0B1FAF07D880DEC54E4C14,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,81.18.84.129,RO,Iasi,IASI,2023-07-16 16:10:04
NFANDROID1-PRV-P-SAMSUSM-N770F-7176-452BB9EAB337ADFF8828F54163406E3E58FFA7537D0B1FAF07D880DEC54E4C14,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,93.122.170.182,RO,Suceava,PANACI,2023-07-12 12:50:57
NFANDROID1-PRV-P-SAMSUSM-N770F-7176-452BB9EAB337ADFF8828F54163406E3E58FFA7537D0B1FAF07D880DEC54E4C14,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,2a02:2f0e:5616:f500:6113:f693:4101:21f6,RO,Iasi,IASI,2023-01-20 22:47:22
NFANDROID1-PRV-P-SAMSUSM-N770F-7176-452BB9EAB337ADFF8828F54163406E3E58FFA7537D0B1FAF07D880DEC54E4C14,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,2a02:2f0e:6000:9e00:9c9a:97b3:d3:5c83,RO,Iasi,IASI,2023-07-16 22:47:38
NFANDROID1-PRV-P-SAMSUSM-N770F-7176-452BB9EAB337ADFF8828F54163406E3E58FFA7537D0B1FAF07D880DEC54E4C14,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,2a02:2f0e:6000:9e00:7434:9bb5:8d8d:522b,RO,Iasi,IASI,2023-07-15 14:53:53
NFANDROID1-PRV-P-SAMSUSM-N770F-7176-452BB9EAB337ADFF8828F54163406E3E58FFA7537D0B1FAF07D880DEC54E4C14,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,samsung_SM-N770F_chid_2eb27aa0-3926-11e9-8c73-9b498cd1a550,5.14.137.108,RO,Bucuresti,BUCHAREST,2023-07-12 03:46:38
NFANDROID1-PRV-P-SAMSUSM-S906B-24461-88E68F63C9D518E0AAFEB807EDE96801F0F9D0BB85C9B970598D056764655C28,samsung_SM-S906B_chid_111940d0-7b18-11e9-9eff-7b5bbdffb61c,samsung_SM-S906B_chid_111940d0-7b18-11e9-9eff-7b5bbdffb61c,2a02:2f0e:6014:1100:7577:a681:2c1f:6720,RO,Iasi,IASI,2023-09-07 06:31:49
NFANDROID1-PRV-P-SAMSUSM-S906B-24461-88E68F63C9D518E0AAFEB807EDE96801F0F9D0BB85C9B970598D056764655C28,samsung_SM-S906B_chid_111940d0-7b18-11e9-9eff-7b5bbdffb61c,samsung_SM-S906B_chid_111940d0-7b18-11e9-9eff-7b5bbdffb61c,2a02:2f0e:6014:1100:4178:772:58c5:336,RO,Iasi,IASI,2023-09-15 06:30:40
NFANDROID1-PRV-P-SAMSUSM-S906B-24461-88E68F63C9D518E0AAFEB807EDE96801F0F9D0BB85C9B970598D056764655C28,samsung_SM-S906B_chid_111940d0-7b18-11e9-9eff-7b5bbdffb61c,samsung_SM-S906B_chid_111940d0-7b18-11e9-9eff-7b5bbdffb61c,5.14.143.139,RO,Cluj,CEANU MARE,2023-09-04 10:17:13
NFANDROID1-PRV-P-SAMSUSM-S906B-24461-88E68F63C9D518E0AAFEB807EDE96801F0F9D0BB85C9B970598D056764655C28,samsung_SM-S906B_chid_111940d0-7b18-11e9-9eff-7b5bbdffb61c,samsung_SM-S906B_chid_111940d0-7b18-11e9-9eff-7b5bbdffb61c,2a02:2f0e:6014:1100:6e8f:9c5a:53a2:580,RO,Iasi,IASI,2023-09-06 04:53:21
NFANDROID1-PRV-P-SAMSUSM-S906B-24461-88E68F63C9D518E0AAFEB807EDE96801F0F9D0BB85C9B970598D056764655C28,samsung_SM-S906B_chid_111940d0-7b18-11e9-9eff-7b5bbdffb61c,samsung_SM-S906B_chid_111940d0-7b18-11e9-9eff-7b5bbdffb61c,5.14.139.139,RO,Alba,RACHITA,2023-09-04 10:18:25
NFANDROID1-PRV-P-SAMSUSM-S906B-24461-88E68F63C9D518E0AAFEB807EDE96801F0F9D0BB85C9B970598D056764655C28,samsung_SM-S906B_chid_111940d0-7b18-11e9-9eff-7b5bbdffb61c,samsung_SM-S906B_chid_111940d0-7b18-11e9-9eff-7b5bbdffb61c,2a02:2f0e:5619:c700:b819:cb2:a576:83db,RO,Iasi,IASI,2023-09-06 04:33:04
NFANDROID1-PRV-P-SAMSUSM-S906B-24461-88E68F63C9D518E0AAFEB807EDE96801F0F9D0BB85C9B970598D056764655C28,samsung_SM-S906B_chid_111940d0-7b18-11e9-9eff-7b5bbdffb61c,samsung_SM-S906B_chid_111940d0-7b18-11e9-9eff-7b5bbdffb61c,2a02:2f0e:6014:1100:2398:78f6:f40d:eeba,RO,Iasi,IASI,2023-09-06 12:53:25
NFCDCH-02-H8E3G912HC3YHG8MFF9F5R09HJ88YT,chrome-cadmium,chrome-cadmium,2a02:2f0e:6000:9e00:d954:2c37:f0a8:7969,RO,Iasi,IASI,2023-07-14 17:36:33
NFCDCH-02-H8E3G912HC3YHG8MFF9F5R09HJ88YT,chrome-cadmium,chrome-cadmium,2a02:2f0e:6000:9e00:1876:a6ad:c945:4ba1,RO,Iasi,IASI,2023-07-20 16:36:24
NFCDCH-02-H8E3G912HC3YHG8MFF9F5R09HJ88YT,chrome-cadmium,chrome-cadmium,2a02:2f0e:6000:9e00:a916:89f:abe2:c434,RO,Iasi,IASI,2023-07-14 17:11:45
NFCDCH-02-H8E3G912HC3YHG8MFF9F5R09HJ88YT,chrome-cadmium,chrome-cadmium,2a02:2f0e:6014:1100:1802:5755:5dfc:b291,RO,Iasi,IASI,2023-09-24 16:15:36
