Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Kids,2022-09-10 20:38:08,00:11:46,,Barbie in a Mermaid Tale,,Chrome PC (Cadmium),01:05:42,01:05:42,RO (Romania)
Kids,2019-03-28 20:24:20,00:01:54,,Gangsta Granny,,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,01:07:40,01:07:40,GB (United Kingdom)
Kids,2018-08-30 10:08:27,00:14:13,,"Fuller House: Season 1: Our Very First Show, Again (Episode 1)",,Philips PHTV15AMT2 Smart TV,00:14:13,00:14:13,RO (Romania)
Kids,2018-08-30 10:08:15,00:00:07,,"Fuller House: Season 1: Our Very First Show, Again (Episode 1)",,Philips PHTV15AMT2 Smart TV,00:00:07,Not latest view,RO (Romania)
Kids,2018-06-08 12:14:50,00:07:34,,Fuller House: Season 2: DJ and Kimmy's High School Reunion (Episode 11),,iPad Air Wi-Fi,00:09:27,00:09:27,RO (Romania)
Kids,2018-06-08 12:10:01,00:03:55,,Fuller House: Season 2: New Kids in the House (Episode 10),,iPad Air Wi-Fi,00:30:02,00:30:02,RO (Romania)
Kids,2018-06-07 13:52:23,00:23:30,Autoplayed: user action: Unspecified; ,Fuller House: Season 2: New Kids in the House (Episode 10),,Philips PHTV15AMT2 Smart TV,00:24:28,Not latest view,RO (Romania)
Kids,2018-06-07 13:25:52,00:26:27,,Fuller House: Season 2: Glazed & Confused (Episode 9),,Philips PHTV15AMT2 Smart TV,00:27:25,00:27:25,RO (Romania)
Kids,2018-06-07 13:00:49,00:24:59,Autoplayed: user action: None; ,Fuller House: Season 2: A Tangled Web (Episode 8),,Philips PHTV15AMT2 Smart TV,00:25:57,00:25:57,RO (Romania)
Kids,2018-06-07 12:50:02,00:10:44,,Fuller House: Season 2: Girl Talk (Episode 7),,Philips PHTV15AMT2 Smart TV,00:27:13,00:27:13,RO (Romania)
Kids,2018-06-07 12:33:39,00:13:55,,Fuller House: Season 2: Girl Talk (Episode 7),,Philips PHTV15AMT2 Smart TV,00:16:29,Not latest view,RO (Romania)
Kids,2018-06-06 13:28:46,00:01:35,,Fuller House: Season 2: Girl Talk (Episode 7),,iPad Air Wi-Fi,00:02:35,Not latest view,RO (Romania)
Kids,2018-06-06 13:26:34,00:02:03,,Fuller House: Season 2: Fuller Thanksgiving (Episode 6),,iPad Air Wi-Fi,00:31:44,00:31:44,RO (Romania)
Kids,2018-06-05 13:38:54,00:28:22,Autoplayed: user action: None; ,Fuller House: Season 2: Fuller Thanksgiving (Episode 6),,Philips PHTV15AMT2 Smart TV,00:29:36,Not latest view,RO (Romania)
Kids,2018-06-05 13:14:39,00:24:12,Autoplayed: user action: None; ,Fuller House: Season 2: Doggy Daddy (Episode 5),,Philips PHTV15AMT2 Smart TV,00:25:10,00:25:10,RO (Romania)
Kids,2018-06-05 12:49:49,00:24:46,Autoplayed: user action: None; ,Fuller House: Season 2: Curse of Tanner Manor (Episode 4),,Philips PHTV15AMT2 Smart TV,00:25:44,00:25:44,RO (Romania)
Kids,2018-06-05 12:22:42,00:27:04,,Fuller House: Season 2: Ramona's Not-So-Epic First Kiss (Episode 3),,Philips PHTV15AMT2 Smart TV,00:28:02,00:28:02,RO (Romania)
Kids,2018-06-05 11:28:15,00:25:14,Autoplayed: user action: Unspecified; ,Fuller House: Season 2: Mom Interference (Episode 2),,Philips PHTV15AMT2 Smart TV,00:26:12,00:26:12,RO (Romania)
Kids,2018-06-05 10:59:30,00:28:41,Autoplayed: user action: None; ,Fuller House: Season 2: Welcome Back (Episode 1),,Philips PHTV15AMT2 Smart TV,00:29:39,00:29:39,RO (Romania)
Kids,2018-06-05 10:29:02,00:30:23,,Fuller House: Season 1: Love Is in the Air (Episode 13),,Philips PHTV15AMT2 Smart TV,00:32:08,00:32:08,RO (Romania)
Kids,2018-06-02 14:50:31,00:00:13,,Fuller House: Season 1: Love Is in the Air (Episode 13),,Philips PHTV15AMT2 Smart TV,00:01:46,Not latest view,RO (Romania)
Kids,2018-06-02 14:50:01,00:00:06,,Fuller House: Season 1: Save the Dates (Episode 12),,Philips PHTV15AMT2 Smart TV,00:01:00,00:01:00,RO (Romania)
Kids,2018-06-02 14:24:31,00:25:21,Autoplayed: user action: None; ,Fuller House: Season 1: Save the Dates (Episode 12),,Philips PHTV15AMT2 Smart TV,00:26:19,Not latest view,RO (Romania)
Kids,2018-06-02 13:51:12,00:24:33,Autoplayed: user action: Unspecified; ,Fuller House: Season 1: Partnerships in the Night (Episode 11),,Philips PHTV15AMT2 Smart TV,00:25:31,00:25:31,RO (Romania)
Kids,2018-06-02 13:23:11,00:27:57,Autoplayed: user action: None; ,Fuller House: Season 1: A Giant Leap (Episode 10),,Philips PHTV15AMT2 Smart TV,00:28:55,00:28:55,RO (Romania)
Kids,2018-06-02 12:57:13,00:25:54,,Fuller House: Season 1: War of the Roses (Episode 9),,Philips PHTV15AMT2 Smart TV,00:26:52,00:26:52,RO (Romania)
Kids,2018-06-02 12:39:27,00:16:24,,"Fuller House: Season 1: Secrets, Lies and Firetrucks (Episode 8)",,Philips PHTV15AMT2 Smart TV,00:26:53,00:26:53,RO (Romania)
Kids,2018-06-02 11:39:28,00:10:36,,"Fuller House: Season 1: Secrets, Lies and Firetrucks (Episode 8)",,Philips PHTV15AMT2 Smart TV,00:11:34,Not latest view,RO (Romania)
Kids,2018-06-02 11:33:42,00:05:42,,Fuller House: Season 1: Ramona’s Not-So-Epic Party (Episode 7),,Philips PHTV15AMT2 Smart TV,00:23:57,00:23:57,RO (Romania)
Kids,2018-06-01 11:15:43,00:13:31,,Fuller House: Season 1: Ramona’s Not-So-Epic Party (Episode 7),,Philips PHTV15AMT2 Smart TV,00:18:16,Not latest view,RO (Romania)
Kids,2018-06-01 11:15:35,00:00:03,,Fuller House: Season 1: The Legend of El Explosivo (Episode 6),,Philips PHTV15AMT2 Smart TV,00:00:03,00:00:03,RO (Romania)
Kids,2018-06-01 09:47:31,00:03:57,Autoplayed: user action: Unspecified; ,Fuller House: Season 1: Ramona’s Not-So-Epic Party (Episode 7),,Philips PHTV15AMT2 Smart TV,00:04:45,Not latest view,RO (Romania)
Kids,2018-06-01 09:24:24,00:23:05,Autoplayed: user action: None; ,Fuller House: Season 1: The Legend of El Explosivo (Episode 6),,Philips PHTV15AMT2 Smart TV,00:24:03,Not latest view,RO (Romania)
Kids,2018-06-01 08:59:14,00:25:07,Autoplayed: user action: None; ,Fuller House: Season 1: Mad Max (Episode 5),,Philips PHTV15AMT2 Smart TV,00:26:05,00:26:05,RO (Romania)
Kids,2018-06-01 08:35:33,00:22:50,Autoplayed: user action: Unspecified; ,Fuller House: Season 1: The Not-So-Great Escape (Episode 4),,Philips PHTV15AMT2 Smart TV,00:23:48,00:23:48,RO (Romania)
Kids,2018-06-01 08:10:18,00:25:02,Autoplayed: user action: None; ,Fuller House: Season 1: Funner House (Episode 3),,Philips PHTV15AMT2 Smart TV,00:26:00,00:26:00,RO (Romania)
Kids,2018-06-01 07:45:15,00:24:47,,Fuller House: Season 1: Moving Day (Episode 2),,Philips PHTV15AMT2 Smart TV,00:25:45,00:25:45,RO (Romania)
Kids,2018-06-01 07:09:59,00:34:39,,"Fuller House: Season 1: Our Very First Show, Again (Episode 1)",,Philips PHTV15AMT2 Smart TV,00:34:40,Not latest view,RO (Romania)
Kids,2018-06-01 06:51:27,00:18:11,,Full House: Season 1: Jesse's Girl (Episode 8),,Philips PHTV15AMT2 Smart TV,00:23:07,00:23:07,RO (Romania)
Kids,2018-05-14 14:56:56,00:03:55,,Gravity Falls: Season 1: Tourist Trapped (Episode 1),,Philips PHTV15AMT2 Smart TV,00:05:15,00:05:15,RO (Romania)
Kids,2018-05-10 11:39:42,00:00:04,,Monster High: 13 Wishes,,Philips PHTV15AMT2 Smart TV,00:00:04,00:00:04,RO (Romania)
Kids,2018-02-18 08:21:40,00:03:34,Autoplayed: user action: None; ,Full House: Season 1: Jesse's Girl (Episode 8),,Philips PHTV15AMT2 Smart TV,00:04:58,Not latest view,RO (Romania)
Kids,2018-02-18 07:58:03,00:23:24,,Full House: Season 1: Knock Yourself Out (Episode 7),,Philips PHTV15AMT2 Smart TV,00:24:33,00:24:33,RO (Romania)
Kids,2018-02-18 07:28:07,00:28:57,,Moana,,Philips PHTV15AMT2 Smart TV,01:36:26,01:36:26,RO (Romania)
Kids,2018-02-17 07:26:25,01:03:45,,Moana,,Philips PHTV15AMT2 Smart TV,01:09:29,Not latest view,RO (Romania)
Kids,2018-02-08 15:07:21,00:00:06,Autoplayed: user action: None; ,Full House: Season 1: Knock Yourself Out (Episode 7),,Philips PHTV15AMT2 Smart TV,00:01:30,Not latest view,RO (Romania)
Kids,2018-02-08 14:44:59,00:20:18,,Full House: Season 1: Daddy's Home (Episode 6),,Philips PHTV15AMT2 Smart TV,00:24:32,00:24:32,RO (Romania)
Kids,2018-02-07 14:30:03,00:02:50,,Full House: Season 1: Daddy's Home (Episode 6),,Philips PHTV15AMT2 Smart TV,00:04:15,Not latest view,RO (Romania)
Kids,2018-02-07 14:14:07,00:15:53,,Full House: Season 1: Sea Cruise (Episode 5),,Philips PHTV15AMT2 Smart TV,00:24:13,00:24:13,RO (Romania)
Kids,2018-02-07 08:32:12,00:06:57,Autoplayed: user action: None; ,Full House: Season 1: Sea Cruise (Episode 5),,Philips PHTV15AMT2 Smart TV,00:08:21,Not latest view,RO (Romania)
Kids,2018-02-07 08:09:01,00:23:07,,Full House: Season 1: The Return Of Grandma (Episode 4),,Philips PHTV15AMT2 Smart TV,00:24:31,00:24:31,RO (Romania)
Kids,2018-02-07 07:51:18,00:17:11,,Full House: Season 1: The First Day of School (Episode 3),,Philips PHTV15AMT2 Smart TV,00:24:15,00:24:15,RO (Romania)
Kids,2018-02-07 07:36:45,00:13:32,,Full House: Season 1: Our Very First Night (Episode 2),,Philips PHTV15AMT2 Smart TV,00:24:15,00:24:15,RO (Romania)
Kids,2018-02-06 14:50:10,00:07:31,,Full House: Season 1: Our Very First Night (Episode 2),,Philips PHTV15AMT2 Smart TV,00:08:55,Not latest view,RO (Romania)
Kids,2018-02-06 14:26:53,00:23:03,,Full House: Season 1: Our Very First Show (Episode 1),,Philips PHTV15AMT2 Smart TV,00:24:16,00:24:16,RO (Romania)
Kids,2018-02-06 07:00:15,00:24:24,Autoplayed: user action: Unspecified; ,Fuller House: Season 3: Here Comes the Sun (Episode 18),,Philips PHTV15AMT2 Smart TV,00:27:55,00:27:55,RO (Romania)
Kids,2018-02-06 06:36:07,00:24:05,Autoplayed: user action: Unspecified; ,Fuller House: Season 3: Fullers in a Fog (Episode 17),,Philips PHTV15AMT2 Smart TV,00:24:54,00:24:54,RO (Romania)
Kids,2018-02-06 06:16:59,00:18:42,Autoplayed: user action: Unspecified; ,Fuller House: Season 3: Happily Ever After (Episode 16),,Philips PHTV15AMT2 Smart TV,00:23:50,00:23:50,RO (Romania)
Kids,2018-02-06 06:10:59,00:05:34,,Fuller House: Season 3: Soul Sisters (Episode 15),,Philips PHTV15AMT2 Smart TV,00:25:24,00:25:24,RO (Romania)
Kids,2018-02-05 17:58:01,00:00:51,,Fuller House: Season 3: Soul Sisters (Episode 15),,Philips PHTV15AMT2 Smart TV,00:16:34,Not latest view,RO (Romania)
Kids,2018-02-05 11:02:53,00:14:50,,Fuller House: Season 3: Soul Sisters (Episode 15),,Philips PHTV15AMT2 Smart TV,00:15:43,Not latest view,RO (Romania)
Kids,2018-02-05 11:02:30,00:00:13,,Fuller House: Season 3: Surrogate City (Episode 14),,Philips PHTV15AMT2 Smart TV,00:01:06,00:01:06,RO (Romania)
Kids,2018-02-05 09:01:12,00:23:18,Autoplayed: user action: None; ,Fuller House: Season 3: Surrogate City (Episode 14),,Philips PHTV15AMT2 Smart TV,00:24:16,Not latest view,RO (Romania)
Kids,2018-02-05 08:36:02,00:25:03,Autoplayed: user action: None; ,Fuller House: Season 3: A Tommy Tale (Episode 13),,Philips PHTV15AMT2 Smart TV,00:26:01,00:26:01,RO (Romania)
Kids,2018-02-05 08:10:47,00:25:12,Autoplayed: user action: None; ,Fuller House: Season 3: Fast Times at Bayview High (Episode 12),,Philips PHTV15AMT2 Smart TV,00:26:10,00:26:10,RO (Romania)
Kids,2018-02-05 07:46:32,00:24:12,Autoplayed: user action: None; ,Fuller House: Season 3: Troller Coaster (Episode 11),,Philips PHTV15AMT2 Smart TV,00:25:10,00:25:10,RO (Romania)
Kids,2018-02-05 07:13:55,00:31:51,Autoplayed: user action: Unspecified; ,Fuller House: Season 3: My Best Friend's Japanese Wedding (Episode 10),,Philips PHTV15AMT2 Smart TV,00:34:07,00:34:07,RO (Romania)
Kids,2018-02-05 06:50:40,00:22:58,Autoplayed: user action: Unspecified; ,Fuller House: Season 3: Wedding or Not Here We Come (Episode 9),,Philips PHTV15AMT2 Smart TV,00:25:46,00:25:46,RO (Romania)
Kids,2018-02-05 06:31:56,00:18:31,,Fuller House: Season 3: Maybe Baby (Episode 8),,Philips PHTV15AMT2 Smart TV,00:26:02,00:26:02,RO (Romania)
Kids,2018-02-04 17:47:28,00:06:02,Autoplayed: user action: Unspecified; ,Fuller House: Season 3: Maybe Baby (Episode 8),,Philips PHTV15AMT2 Smart TV,00:07:00,Not latest view,RO (Romania)
Kids,2018-02-04 17:26:20,00:20:45,,Fuller House: Season 3: Say Yes to the Dress (Episode 7),,Philips PHTV15AMT2 Smart TV,00:24:58,00:24:58,RO (Romania)
Kids,2018-01-31 16:33:44,00:02:41,,Fuller House: Season 3: Say Yes to the Dress (Episode 7),,Philips PHTV15AMT2 Smart TV,00:03:45,Not latest view,RO (Romania)
Kids,2018-01-24 12:57:20,00:00:16,,Fuller House: Season 3: Say Yes to the Dress (Episode 7),,Philips PHTV15AMT2 Smart TV,00:01:05,Not latest view,RO (Romania)
Kids,2018-01-06 09:36:56,00:01:15,Autoplayed: user action: None; ,Fuller House: Season 3: Say Yes to the Dress (Episode 7),,Philips PHTV15AMT2 Smart TV,00:02:13,Not latest view,RO (Romania)
Kids,2018-01-06 09:12:32,00:22:34,Autoplayed: user action: Unspecified; ,Fuller House: Season 3: M-M-M-My Ramona (Episode 6),,Philips PHTV15AMT2 Smart TV,00:23:32,00:23:32,RO (Romania)
Kids,2018-01-06 08:46:59,00:25:30,Autoplayed: user action: None; ,Fuller House: Season 3: Uncle Jesse's Adventures in Babysitting (Episode 5),,Philips PHTV15AMT2 Smart TV,00:26:28,00:26:28,RO (Romania)
Kids,2018-01-06 08:40:16,00:06:39,,Fuller House: Season 3: My Little Hickey (Episode 4),,Philips PHTV15AMT2 Smart TV,00:24:30,00:24:30,RO (Romania)
Kids,2018-01-05 21:12:54,00:16:51,,Fuller House: Season 3: My Little Hickey (Episode 4),,iPad Air Wi-Fi,00:17:53,Not latest view,RO (Romania)
Kids,2018-01-05 20:46:22,00:21:38,,Fuller House: Season 3: Declarations of Independence (Episode 3),,iPad Air Wi-Fi,00:25:20,00:25:20,RO (Romania)
Kids,2018-01-05 11:10:32,00:02:39,Autoplayed: user action: None; ,Fuller House: Season 3: Declarations of Independence (Episode 3),,Philips PHTV15AMT2 Smart TV,00:03:37,Not latest view,RO (Romania)
Kids,2018-01-05 10:46:38,00:23:51,,Fuller House: Season 3: Break a Leg (Episode 2),,Philips PHTV15AMT2 Smart TV,00:24:49,00:24:49,RO (Romania)
Kids,2018-01-05 10:21:19,00:25:06,Autoplayed: user action: Unspecified; ,Fuller House: Season 3: Best Summer Ever (Episode 1),,Philips PHTV15AMT2 Smart TV,00:26:14,00:26:14,RO (Romania)
Kids,2018-01-05 09:49:36,00:31:40,Autoplayed: user action: None; ,Fuller House: Season 2: Happy New Year Baby (Episode 13),,Philips PHTV15AMT2 Smart TV,00:32:38,00:32:38,RO (Romania)
Kids,2018-01-05 09:21:43,00:27:50,Autoplayed: user action: None; ,Fuller House: Season 2: Nutcrackers (Episode 12),,Philips PHTV15AMT2 Smart TV,00:28:48,00:28:48,RO (Romania)
Kids,2018-01-05 09:05:47,00:15:43,,Fuller House: Season 2: DJ and Kimmy's High School Reunion (Episode 11),,Philips PHTV15AMT2 Smart TV,00:28:57,Not latest view,RO (Romania)
Kids,2018-01-04 13:58:23,00:11:55,Autoplayed: user action: Unspecified; ,Fuller House: Season 2: DJ and Kimmy's High School Reunion (Episode 11),,Philips PHTV15AMT2 Smart TV,00:12:53,Not latest view,RO (Romania)
Kids,2018-01-04 13:30:54,00:27:25,Autoplayed: user action: None; ,Fuller House: Season 2: New Kids in the House (Episode 10),,Philips PHTV15AMT2 Smart TV,00:28:23,Not latest view,RO (Romania)
Kids,2018-01-04 13:04:25,00:26:26,Autoplayed: user action: None; ,Fuller House: Season 2: Glazed & Confused (Episode 9),,Philips PHTV15AMT2 Smart TV,00:27:24,Not latest view,RO (Romania)
Kids,2018-01-04 12:45:46,00:18:00,,Fuller House: Season 2: A Tangled Web (Episode 8),,Philips PHTV15AMT2 Smart TV,00:25:57,Not latest view,RO (Romania)
Kids,2018-01-04 11:56:39,00:26:12,Autoplayed: user action: None; ,Fuller House: Season 2: Girl Talk (Episode 7),,Philips PHTV15AMT2 Smart TV,00:27:10,Not latest view,RO (Romania)
Kids,2018-01-04 11:33:47,00:22:49,,Fuller House: Season 2: Fuller Thanksgiving (Episode 6),,Philips PHTV15AMT2 Smart TV,00:31:44,Not latest view,RO (Romania)
Kids,2018-01-03 11:27:55,00:07:41,,Fuller House: Season 2: Fuller Thanksgiving (Episode 6),,Philips PHTV15AMT2 Smart TV,00:08:55,Not latest view,RO (Romania)
Kids,2018-01-03 11:05:59,00:21:21,Autoplayed: user action: Unspecified; ,Fuller House: Season 2: Doggy Daddy (Episode 5),,Philips PHTV15AMT2 Smart TV,00:25:05,Not latest view,RO (Romania)
Kids,2018-01-03 10:41:12,00:24:44,,Fuller House: Season 2: Curse of Tanner Manor (Episode 4),,Philips PHTV15AMT2 Smart TV,00:25:42,Not latest view,RO (Romania)
Kids,2018-01-03 10:23:17,00:17:00,,Fuller House: Season 2: Ramona's Not-So-Epic First Kiss (Episode 3),,Philips PHTV15AMT2 Smart TV,00:27:59,Not latest view,RO (Romania)
Kids,2018-01-03 10:07:17,00:15:22,Autoplayed: user action: Unspecified; ,Fuller House: Season 2: Mom Interference (Episode 2),,Philips PHTV15AMT2 Smart TV,00:26:12,Not latest view,RO (Romania)
Kids,2018-01-03 09:41:54,00:25:19,,Fuller House: Season 2: Welcome Back (Episode 1),,Philips PHTV15AMT2 Smart TV,00:29:37,Not latest view,RO (Romania)
Kids,2018-01-03 09:36:47,00:03:38,Autoplayed: user action: Unspecified; ,Fuller House: Season 2: Welcome Back (Episode 1),,Philips PHTV15AMT2 Smart TV,00:04:19,Not latest view,RO (Romania)
Kids,2018-01-03 09:02:35,00:31:10,,Fuller House: Season 1: Love Is in the Air (Episode 13),,Philips PHTV15AMT2 Smart TV,00:32:08,Not latest view,RO (Romania)
Kids,2018-01-03 08:38:19,00:24:04,,Fuller House: Season 1: Save the Dates (Episode 12),,Philips PHTV15AMT2 Smart TV,00:26:21,Not latest view,RO (Romania)
Kids,2018-01-02 19:51:02,00:00:29,,Fuller House: Season 1: Save the Dates (Episode 12),,Philips PHTV15AMT2 Smart TV,00:01:28,Not latest view,RO (Romania)
Kids,2018-01-02 19:26:29,00:24:29,,Fuller House: Season 1: Partnerships in the Night (Episode 11),,Philips PHTV15AMT2 Smart TV,00:25:27,Not latest view,RO (Romania)
Kids,2018-01-02 18:58:51,00:27:24,,Fuller House: Season 1: A Giant Leap (Episode 10),,Philips PHTV15AMT2 Smart TV,00:28:53,Not latest view,RO (Romania)
Kids,2018-01-02 18:32:58,00:25:44,,Fuller House: Season 1: War of the Roses (Episode 9),,Philips PHTV15AMT2 Smart TV,00:26:49,Not latest view,RO (Romania)
Kids,2018-01-02 18:08:00,00:24:19,,"Fuller House: Season 1: Secrets, Lies and Firetrucks (Episode 8)",,Philips PHTV15AMT2 Smart TV,00:26:53,Not latest view,RO (Romania)
Kids,2018-01-02 17:24:11,00:01:38,Autoplayed: user action: None; ,"Fuller House: Season 1: Secrets, Lies and Firetrucks (Episode 8)",,Philips PHTV15AMT2 Smart TV,00:02:36,Not latest view,RO (Romania)
Kids,2018-01-02 17:01:06,00:23:02,,Fuller House: Season 1: Ramona’s Not-So-Epic Party (Episode 7),,Philips PHTV15AMT2 Smart TV,00:24:00,Not latest view,RO (Romania)
